{'image': [[88, 90, 91, 93, 92, 90, 90, 94], [90, 92, 92, 90, 92, 91, 91, 92], [89, 89, 92, 91, 90, 91, 92, 93], [88, 89, 89, 88, 90, 91, 92, 94], [87, 91, 89, 88, 91, 89, 90, 92], [88, 87, 86, 88, 90, 89, 89, 90], [85, 86, 87, 86, 90, 86, 89, 86], [85, 84, 83, 83, 85, 85, 86, 89]], 'bbox': [], 'category_id': [], 'timestamp': 1628035774682, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 91, 93, 92, 92, 92, 96], [90, 89, 93, 90, 92, 91, 92, 93], [89, 89, 89, 90, 91, 92, 91, 94], [90, 87, 90, 90, 90, 91, 92, 92], [88, 89, 89, 90, 90, 90, 90, 91], [86, 86, 88, 89, 91, 89, 90, 91], [86, 85, 87, 88, 88, 87, 92, 88], [84, 84, 85, 83, 87, 85, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035931906, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 90, 90, 91, 92, 91, 91, 92], [90, 90, 92, 91, 91, 92, 91, 94], [87, 89, 91, 92, 90, 91, 90, 93], [91, 88, 87, 88, 91, 92, 93, 92], [88, 90, 88, 91, 90, 89, 89, 92], [86, 87, 87, 88, 90, 90, 88, 90], [84, 85, 87, 87, 87, 88, 90, 85], [85, 82, 85, 81, 85, 85, 85, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035932088, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 91, 91, 94, 91, 91, 91, 93], [88, 92, 90, 92, 90, 91, 92, 92], [90, 90, 91, 92, 91, 91, 91, 95], [88, 89, 89, 90, 90, 91, 92, 93], [89, 90, 89, 91, 90, 89, 91, 90], [87, 87, 87, 89, 90, 91, 90, 89], [85, 87, 87, 89, 90, 88, 88, 88], [83, 85, 84, 85, 85, 85, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035932283, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 89, 92, 92, 91, 92, 92, 92], [90, 89, 91, 92, 91, 91, 91, 92], [89, 90, 91, 91, 89, 92, 91, 93], [89, 88, 89, 89, 92, 90, 91, 93], [89, 89, 89, 91, 89, 88, 90, 89], [90, 86, 86, 89, 90, 89, 89, 92], [87, 88, 88, 87, 89, 87, 89, 87], [82, 81, 85, 82, 85, 86, 83, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035932486, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 92, 91, 94, 92, 92, 93], [90, 89, 91, 91, 91, 90, 92, 93], [90, 88, 90, 91, 89, 91, 91, 93], [89, 87, 91, 91, 89, 91, 91, 91], [87, 91, 89, 90, 89, 90, 90, 92], [86, 87, 89, 89, 90, 91, 90, 91], [86, 85, 87, 87, 87, 90, 89, 87], [85, 84, 86, 83, 86, 85, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035932689, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 89, 90, 92, 91, 92, 92, 92], [89, 88, 91, 91, 90, 91, 91, 90], [86, 87, 89, 91, 90, 91, 92, 93], [88, 85, 88, 88, 92, 90, 92, 91], [86, 89, 91, 90, 90, 88, 90, 90], [87, 86, 87, 88, 90, 90, 89, 89], [87, 86, 86, 87, 88, 87, 89, 86], [82, 85, 83, 83, 83, 84, 82, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035932885, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 91, 89, 92, 90, 96], [90, 89, 89, 91, 90, 92, 91, 92], [87, 88, 90, 89, 90, 92, 89, 94], [88, 87, 87, 88, 90, 90, 88, 92], [87, 89, 89, 90, 89, 89, 91, 90], [88, 86, 87, 88, 89, 88, 91, 90], [85, 86, 86, 88, 89, 87, 90, 86], [81, 83, 82, 83, 84, 83, 81, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035933088, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 88, 90, 91, 91, 93, 93, 94], [92, 90, 90, 91, 91, 91, 89, 92], [87, 87, 91, 91, 91, 91, 90, 93], [89, 86, 88, 90, 91, 91, 93, 91], [90, 90, 89, 89, 89, 89, 90, 89], [88, 87, 87, 87, 90, 90, 90, 89], [87, 86, 85, 88, 89, 87, 89, 87], [83, 83, 84, 82, 87, 84, 83, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035933284, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 90, 92, 91, 93, 91, 93], [88, 90, 92, 92, 91, 91, 90, 93], [90, 90, 90, 90, 89, 91, 91, 93], [89, 87, 88, 88, 90, 91, 92, 90], [87, 89, 89, 88, 89, 89, 91, 89], [86, 88, 89, 90, 90, 90, 91, 91], [86, 88, 85, 87, 90, 89, 89, 88], [85, 82, 84, 81, 84, 85, 87, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035933683, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 90, 91, 91, 94, 93, 93], [89, 90, 90, 91, 92, 91, 91, 92], [89, 91, 91, 90, 90, 91, 91, 94], [92, 89, 90, 89, 89, 91, 93, 93], [89, 89, 90, 91, 89, 89, 90, 92], [88, 87, 86, 88, 90, 89, 90, 88], [86, 88, 86, 88, 88, 88, 87, 88], [85, 84, 86, 83, 83, 86, 84, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035933886, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 91, 91, 93, 91, 93, 95], [89, 89, 91, 92, 90, 91, 92, 91], [89, 90, 91, 91, 91, 90, 90, 92], [89, 88, 88, 89, 92, 91, 91, 93], [88, 88, 87, 91, 88, 89, 90, 92], [86, 88, 87, 88, 89, 89, 91, 89], [86, 86, 86, 87, 90, 89, 88, 88], [84, 81, 83, 82, 87, 84, 86, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035933487, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 91, 90, 91, 91, 91, 94], [90, 87, 91, 92, 91, 91, 92, 91], [87, 90, 90, 90, 90, 90, 92, 95], [91, 87, 89, 90, 90, 91, 90, 94], [87, 89, 89, 91, 89, 88, 90, 89], [88, 88, 88, 89, 89, 90, 91, 90], [87, 86, 86, 88, 89, 86, 89, 90], [83, 82, 85, 84, 85, 86, 85, 87]], 'bbox': [[0.125, 0.375, 0.25, 0.25]], 'category_id': [0], 'timestamp': 1628035934089, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 90, 91, 91, 91, 92, 92, 96], [90, 90, 90, 92, 90, 90, 90, 91], [89, 90, 90, 92, 90, 91, 91, 92], [90, 87, 88, 90, 91, 91, 91, 91], [89, 89, 88, 91, 89, 90, 91, 90], [86, 87, 86, 89, 90, 90, 90, 90], [88, 86, 86, 87, 88, 88, 89, 88], [83, 82, 85, 83, 85, 84, 84, 81]], 'bbox': [], 'category_id': [], 'timestamp': 1628035934284, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 91, 91, 92, 94, 91, 92], [89, 90, 91, 92, 93, 93, 92, 92], [88, 90, 89, 91, 92, 92, 91, 93], [88, 88, 88, 91, 90, 92, 90, 92], [87, 89, 89, 91, 90, 90, 90, 90], [86, 86, 88, 88, 89, 88, 91, 88], [86, 87, 86, 88, 89, 88, 89, 88], [84, 84, 84, 83, 83, 86, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035934487, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 89, 91, 90, 91, 92, 92, 93], [89, 89, 90, 92, 90, 91, 91, 94], [87, 90, 92, 89, 91, 92, 92, 94], [91, 88, 90, 89, 91, 91, 93, 92], [86, 87, 89, 89, 90, 91, 91, 91], [87, 88, 88, 89, 90, 89, 90, 91], [85, 85, 85, 86, 90, 88, 91, 89], [84, 86, 84, 83, 84, 86, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035934690, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 89, 91, 93, 92, 90, 93, 92], [90, 89, 91, 92, 90, 91, 91, 95], [88, 90, 90, 91, 92, 92, 92, 91], [91, 87, 89, 88, 90, 91, 94, 93], [90, 90, 92, 90, 91, 90, 91, 89], [88, 87, 86, 88, 90, 90, 90, 91], [85, 85, 86, 89, 91, 88, 91, 89], [85, 80, 84, 83, 83, 85, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035934886, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 89, 91, 93, 90, 91, 92, 96], [90, 88, 90, 91, 90, 91, 91, 92], [88, 88, 90, 91, 90, 92, 91, 96], [88, 87, 89, 89, 91, 92, 92, 91], [88, 89, 90, 90, 89, 89, 90, 91], [90, 87, 87, 89, 90, 90, 89, 89], [86, 85, 86, 88, 89, 88, 90, 88], [84, 81, 85, 84, 86, 83, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035935089, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 89, 92, 93, 93, 91, 94], [90, 90, 90, 94, 91, 91, 91, 94], [88, 91, 89, 91, 91, 91, 91, 94], [90, 89, 89, 90, 91, 91, 92, 91], [88, 89, 89, 91, 88, 90, 89, 90], [87, 86, 88, 88, 91, 89, 90, 89], [85, 88, 86, 88, 89, 87, 90, 87], [82, 83, 84, 83, 85, 84, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035935285, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 89, 89, 93, 93, 93, 90, 92], [91, 89, 90, 91, 92, 92, 89, 92], [89, 88, 89, 90, 90, 91, 90, 92], [89, 90, 91, 89, 90, 92, 93, 92], [89, 89, 89, 90, 90, 90, 88, 90], [87, 85, 86, 88, 91, 90, 90, 92], [86, 85, 88, 88, 90, 88, 90, 87], [83, 83, 84, 85, 83, 84, 85, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035935684, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[92, 90, 92, 93, 92, 92, 91, 96], [89, 88, 90, 93, 89, 91, 92, 93], [87, 90, 91, 90, 91, 90, 91, 93], [89, 86, 89, 91, 91, 92, 90, 91], [88, 88, 89, 91, 91, 90, 91, 91], [88, 88, 89, 89, 90, 90, 91, 91], [88, 86, 87, 89, 89, 88, 89, 86], [83, 84, 86, 84, 84, 86, 85, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035935887, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 90, 91, 92, 92, 92, 91, 95], [89, 90, 91, 92, 91, 90, 92, 93], [87, 90, 91, 90, 91, 91, 92, 93], [90, 90, 89, 89, 90, 91, 91, 91], [88, 90, 88, 90, 89, 89, 90, 90], [87, 88, 87, 87, 90, 89, 90, 90], [86, 86, 87, 89, 89, 88, 89, 89], [83, 82, 84, 84, 85, 84, 86, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035935488, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 91, 90, 91, 90, 94], [88, 92, 88, 92, 90, 90, 91, 93], [88, 89, 90, 90, 91, 90, 90, 93], [89, 88, 89, 88, 90, 90, 91, 91], [88, 88, 90, 88, 90, 88, 90, 90], [87, 85, 86, 88, 89, 89, 91, 91], [86, 86, 88, 88, 86, 87, 90, 89], [84, 83, 85, 82, 84, 85, 83, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035936082, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 89, 92, 91, 92, 92, 92, 92], [89, 89, 90, 91, 91, 91, 91, 92], [87, 89, 90, 90, 91, 91, 94, 92], [90, 87, 89, 89, 91, 90, 93, 93], [86, 88, 90, 89, 90, 90, 90, 89], [86, 84, 87, 90, 88, 90, 90, 89], [86, 85, 87, 87, 90, 88, 87, 89], [83, 85, 84, 82, 83, 84, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035936285, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 91, 92, 89, 92, 91, 89], [89, 89, 91, 93, 91, 89, 91, 93], [88, 87, 90, 91, 90, 92, 91, 91], [88, 87, 89, 88, 91, 91, 92, 91], [86, 87, 90, 90, 89, 88, 93, 88], [88, 86, 86, 88, 89, 92, 90, 90], [85, 83, 85, 87, 88, 86, 90, 87], [81, 82, 82, 81, 85, 83, 85, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035936488, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 91, 92, 91, 94, 93, 94], [91, 90, 90, 91, 91, 91, 91, 92], [87, 89, 93, 90, 90, 91, 93, 96], [91, 87, 89, 88, 91, 91, 91, 92], [89, 89, 89, 90, 89, 89, 91, 90], [88, 86, 87, 87, 92, 89, 89, 89], [86, 83, 87, 89, 90, 87, 90, 87], [84, 83, 85, 84, 85, 87, 85, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035936684, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 90, 89, 91, 94, 94, 91, 92], [89, 89, 93, 90, 90, 90, 91, 93], [87, 90, 90, 89, 91, 93, 90, 93], [89, 87, 88, 88, 90, 92, 91, 92], [87, 89, 89, 89, 89, 89, 91, 89], [88, 86, 88, 89, 89, 90, 91, 89], [88, 86, 87, 87, 88, 87, 90, 89], [82, 84, 85, 82, 85, 85, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035936887, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 92, 91, 92, 91, 93, 93], [91, 91, 91, 92, 91, 91, 91, 93], [89, 90, 89, 91, 91, 92, 91, 95], [91, 88, 89, 90, 92, 90, 94, 93], [87, 88, 90, 90, 90, 90, 90, 90], [90, 87, 88, 88, 91, 90, 91, 89], [86, 87, 87, 87, 91, 87, 91, 85], [83, 85, 85, 84, 85, 88, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035937090, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 89, 91, 94, 92, 93, 93], [89, 89, 90, 91, 91, 90, 91, 93], [87, 87, 89, 92, 91, 90, 91, 94], [88, 87, 88, 88, 92, 90, 90, 91], [88, 88, 90, 90, 89, 89, 92, 88], [89, 87, 87, 89, 90, 90, 88, 89], [86, 86, 87, 89, 88, 88, 90, 87], [84, 81, 83, 82, 86, 82, 85, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035937286, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 89, 92, 92, 91, 93], [90, 90, 90, 92, 92, 90, 90, 94], [88, 89, 90, 90, 89, 93, 91, 92], [89, 89, 89, 92, 91, 90, 94, 94], [87, 90, 90, 90, 89, 87, 90, 90], [89, 87, 87, 89, 90, 90, 90, 90], [85, 87, 86, 87, 91, 87, 89, 87], [86, 84, 84, 82, 86, 86, 85, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035937489, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 89, 91, 93, 90, 90, 92, 95], [91, 90, 92, 90, 89, 93, 91, 94], [88, 90, 90, 90, 91, 92, 91, 94], [88, 89, 88, 90, 91, 90, 92, 91], [88, 89, 88, 89, 89, 90, 92, 89], [87, 86, 89, 89, 89, 89, 91, 90], [86, 85, 88, 89, 89, 91, 91, 88], [82, 84, 84, 84, 87, 84, 86, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035937685, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 91, 93, 90, 93, 93], [90, 89, 91, 92, 92, 92, 92, 93], [88, 89, 91, 90, 91, 90, 93, 93], [92, 87, 89, 89, 91, 90, 92, 91], [87, 89, 88, 92, 90, 89, 92, 91], [87, 88, 86, 90, 90, 90, 91, 90], [86, 87, 88, 87, 90, 86, 89, 86], [83, 82, 84, 81, 85, 86, 86, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035937888, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[93, 94, 92, 92, 95, 94, 91, 96], [90, 89, 92, 92, 91, 91, 92, 94], [88, 91, 92, 92, 91, 93, 92, 95], [90, 88, 89, 90, 92, 91, 93, 92], [87, 90, 89, 90, 91, 91, 90, 90], [88, 88, 88, 88, 91, 90, 91, 91], [87, 86, 89, 86, 90, 89, 90, 88], [84, 85, 87, 84, 85, 88, 85, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035938098, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 88, 92, 90, 93, 90, 93, 91], [89, 91, 90, 90, 90, 92, 91, 93], [86, 88, 90, 91, 91, 91, 90, 93], [90, 88, 89, 88, 90, 90, 90, 93], [87, 89, 89, 89, 89, 88, 89, 93], [85, 87, 88, 89, 89, 89, 89, 90], [87, 85, 88, 88, 88, 88, 90, 88], [82, 84, 86, 83, 85, 86, 83, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035938286, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 90, 92, 92, 92, 93, 89, 95], [90, 88, 90, 91, 91, 91, 93, 91], [90, 87, 92, 91, 91, 90, 92, 91], [90, 88, 89, 90, 90, 90, 92, 91], [90, 89, 90, 88, 89, 88, 90, 91], [88, 86, 88, 88, 88, 89, 90, 90], [86, 85, 87, 87, 88, 87, 88, 88], [82, 86, 83, 82, 85, 85, 84, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035938482, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 92, 93, 91, 91, 91, 93], [89, 91, 93, 92, 92, 90, 91, 91], [88, 89, 90, 91, 91, 92, 92, 93], [89, 87, 89, 89, 92, 90, 93, 94], [88, 89, 89, 91, 90, 89, 90, 88], [87, 86, 88, 90, 90, 89, 90, 92], [86, 85, 86, 87, 90, 89, 88, 89], [85, 84, 85, 82, 84, 85, 85, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035938685, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 91, 92, 90, 93, 91, 94], [90, 91, 91, 91, 92, 92, 92, 93], [89, 90, 91, 91, 91, 91, 92, 94], [88, 87, 89, 88, 91, 90, 92, 94], [89, 89, 90, 90, 90, 89, 89, 90], [87, 87, 87, 88, 90, 91, 89, 90], [87, 85, 86, 87, 89, 87, 88, 90], [85, 85, 85, 84, 86, 88, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035938888, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 90, 92, 93, 94, 91, 95], [90, 90, 92, 93, 91, 91, 90, 92], [88, 89, 92, 91, 90, 92, 93, 93], [90, 89, 89, 88, 91, 91, 91, 93], [86, 88, 89, 90, 90, 90, 93, 90], [88, 88, 88, 89, 90, 89, 90, 88], [85, 85, 87, 88, 89, 86, 88, 86], [83, 85, 84, 84, 87, 86, 84, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035939084, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 91, 93, 91, 92, 91, 94], [90, 92, 89, 92, 91, 91, 91, 92], [88, 89, 91, 91, 91, 93, 92, 94], [91, 87, 90, 90, 90, 91, 91, 91], [88, 89, 88, 90, 88, 89, 89, 91], [89, 87, 88, 90, 89, 91, 90, 90], [87, 86, 89, 88, 88, 87, 89, 87], [86, 84, 85, 84, 85, 85, 86, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035939287, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 90, 90, 91, 93, 91, 91, 96], [92, 90, 90, 91, 92, 92, 93, 92], [88, 88, 90, 89, 92, 92, 92, 93], [89, 89, 88, 89, 90, 91, 92, 91], [88, 88, 89, 91, 89, 90, 90, 89], [88, 87, 89, 88, 90, 91, 90, 89], [87, 88, 87, 88, 88, 87, 88, 89], [83, 84, 86, 82, 86, 86, 84, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035939483, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 92, 93, 92, 92, 93], [90, 90, 91, 90, 90, 91, 91, 94], [88, 90, 89, 92, 91, 92, 91, 93], [91, 87, 90, 89, 90, 91, 92, 92], [89, 90, 89, 90, 88, 89, 90, 90], [88, 87, 89, 87, 90, 89, 91, 90], [87, 86, 87, 88, 90, 87, 90, 87], [86, 81, 84, 84, 86, 86, 84, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035939686, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 92, 92, 91, 92, 92, 94], [88, 92, 91, 92, 92, 93, 92, 94], [88, 88, 89, 90, 91, 90, 91, 93], [88, 87, 87, 90, 90, 92, 92, 92], [87, 89, 89, 89, 90, 89, 89, 91], [88, 89, 88, 90, 90, 90, 90, 91], [85, 87, 87, 89, 89, 87, 90, 88], [84, 83, 85, 81, 87, 87, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035939889, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 89, 92, 91, 91, 94, 95], [89, 93, 91, 91, 92, 91, 92, 95], [86, 87, 89, 92, 89, 91, 89, 94], [89, 86, 89, 89, 90, 92, 92, 91], [86, 90, 90, 91, 89, 89, 91, 91], [87, 87, 87, 89, 90, 91, 90, 89], [84, 85, 85, 88, 88, 86, 89, 87], [82, 83, 84, 83, 85, 84, 84, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035940084, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 88, 92, 92, 91, 93, 92, 95], [89, 89, 92, 90, 90, 91, 91, 91], [88, 87, 91, 91, 91, 91, 93, 94], [88, 87, 89, 89, 89, 92, 92, 92], [88, 89, 89, 91, 89, 89, 90, 90], [87, 86, 87, 89, 91, 91, 89, 91], [85, 85, 87, 88, 89, 88, 91, 90], [82, 84, 83, 82, 86, 85, 86, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035940287, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 92, 92, 92, 92, 93], [89, 90, 92, 91, 90, 91, 91, 93], [88, 89, 91, 90, 91, 90, 92, 93], [90, 88, 88, 89, 88, 91, 91, 92], [88, 92, 89, 92, 89, 91, 91, 89], [86, 88, 87, 88, 91, 90, 88, 88], [87, 87, 86, 87, 88, 86, 89, 87], [83, 85, 83, 83, 82, 85, 87, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035940483, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 92, 90, 91, 92, 93], [89, 89, 92, 92, 91, 92, 89, 92], [90, 90, 91, 90, 90, 91, 91, 94], [89, 88, 89, 89, 91, 91, 91, 91], [87, 88, 89, 90, 89, 89, 89, 90], [89, 88, 88, 89, 90, 90, 90, 89], [87, 85, 87, 89, 88, 88, 89, 87], [81, 84, 86, 84, 85, 85, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035940686, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 93, 92, 92, 92, 94, 95], [91, 91, 90, 90, 93, 92, 89, 94], [89, 89, 91, 92, 90, 91, 92, 94], [89, 87, 89, 89, 91, 92, 91, 93], [89, 89, 89, 90, 89, 90, 90, 91], [85, 87, 88, 90, 91, 89, 90, 88], [86, 85, 88, 87, 89, 87, 90, 89], [85, 84, 85, 83, 87, 86, 84, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035940889, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 89, 92, 93, 92, 91, 92, 93], [89, 91, 92, 91, 92, 91, 92, 92], [89, 89, 89, 91, 90, 92, 92, 94], [90, 89, 88, 89, 91, 91, 92, 92], [89, 86, 91, 89, 89, 89, 92, 91], [86, 86, 89, 88, 90, 90, 91, 89], [86, 84, 87, 88, 89, 87, 89, 88], [84, 82, 84, 84, 85, 85, 83, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035941085, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 89, 91, 92, 91, 92, 93, 91], [90, 91, 92, 93, 90, 92, 91, 93], [88, 90, 90, 90, 90, 92, 91, 94], [91, 89, 89, 90, 91, 92, 92, 92], [89, 89, 90, 90, 88, 88, 88, 92], [88, 88, 88, 88, 91, 90, 90, 89], [87, 86, 87, 88, 89, 88, 89, 89], [83, 83, 83, 84, 85, 84, 84, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035941288, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 90, 92, 92, 92, 93, 92], [89, 89, 90, 92, 90, 90, 92, 0], [87, 89, 89, 91, 90, 90, 90, 93], [91, 87, 88, 89, 91, 91, 91, 91], [88, 90, 89, 91, 89, 89, 90, 91], [89, 88, 90, 90, 89, 91, 91, 89], [88, 84, 86, 88, 90, 87, 89, 88], [85, 81, 85, 84, 84, 85, 82, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035941687, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 92, 90, 90, 90, 93], [91, 89, 91, 91, 90, 92, 90, 93], [88, 91, 90, 90, 91, 91, 92, 92], [90, 87, 88, 89, 91, 91, 92, 92], [87, 89, 89, 90, 89, 89, 91, 90], [89, 86, 88, 88, 91, 88, 91, 89], [85, 86, 85, 87, 89, 87, 91, 88], [85, 83, 85, 82, 85, 85, 84, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035941484, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 91, 91, 90, 92, 91, 94], [91, 90, 91, 91, 91, 92, 93, 94], [88, 89, 91, 90, 89, 92, 90, 91], [89, 87, 89, 88, 91, 91, 91, 91], [86, 88, 89, 90, 90, 89, 90, 90], [88, 86, 88, 88, 91, 89, 91, 90], [85, 86, 87, 87, 88, 87, 89, 89], [84, 86, 84, 81, 85, 86, 88, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035941890, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
